-8.843422544785560502e-03,-8.302219747125322291e-01,-2.069805386194547847e-01,2.611892512891393903e+00,-2.613436264699786626e-01,-5.389274695962988776e-02,3.436009591071346403e+00,7.669907566586124936e-01,1.907494248284193450e+00,-5.384052232904741331e-01,-1.490467985451410460e+00,6.828011089259301558e-01,-4.938563301712176057e-01,-2.605247145454179375e-02,-4.722070556058818314e-01,-7.463700722348839411e-01,-2.474432332857065209e+00,2.045697972186189872e+00,-5.248763545612346038e-01
1.320677926024914628e+00,8.602496823003186188e-01,-2.069805386194547847e-01,-3.783771433847628041e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,-5.038516276685228723e-01,-3.838710867095394552e-01,-5.384052232904741331e-01,1.152788863873589059e-01,-5.495119534312659093e-01,6.247310541350493684e-01,-3.641379788798929096e-01,-4.722070556058818314e-01,7.763223274378587835e-01,1.130635663531111001e+00,-4.726631518195514303e-01,-5.248763545612346038e-01
-4.179269144123856639e-01,-8.302219747125322291e-01,-1.835866581890427118e-01,8.170937566559771659e-01,1.289974701300909743e+00,-5.389274695962988776e-02,3.552561711202349759e+00,1.171349697126337297e+00,2.136630781783567024e+00,-5.384052232904741331e-01,-1.490467985451410460e+00,2.463568993410898689e-01,-9.972206531090377357e-01,9.882040508215116370e-01,-4.722070556058818314e-01,-1.964523991973078143e+00,-3.504451760396543936e+00,-3.365355234949167218e-01,-5.248763545612346038e-01
9.342745042211446360e-02,1.357447228480568535e+00,-1.875184027991959879e-01,2.029538888543137354e+00,1.286740265798020921e+00,-5.389274695962988776e-02,-2.728453745259405427e-01,8.247563195825731164e-01,-2.693028199598526684e-01,-5.384052232904741331e-01,-8.153244143373824526e-01,9.908793745152291166e-01,1.407742223149436311e+00,2.002460573097565089e+00,-4.722070556058818314e-01,1.141768503359317011e+00,6.156259497613716380e-01,1.433123644725333934e+00,-5.248763545612346038e-01
-8.270104062799856770e-01,-8.302219747125322291e-01,-1.023247354554523425e-01,-1.204530154063616854e+00,-3.475320279927259226e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,1.344646385898219387e+00,-1.071280687207659232e+00,1.030259601969284677e+00,-1.949222138542217042e-01,2.720300881401981341e-01,-1.724302452908111238e+00,3.120330359708093360e-01,-4.722070556058818314e-01,-7.463700722348839411e-01,-7.362745488841944130e-01,-5.747588730630274201e-01,1.118382950694932987e+00
7.070526882235145250e-01,-8.302219747125322291e-01,-2.069805386194547847e-01,7.108139838102967012e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,2.095598703909708593e+00,-1.300417220707032584e+00,2.058005521967057661e+00,-5.051233140958020229e-01,-1.294034428605405074e+00,-6.616444378171576490e-01,-7.022234863052441156e-01,-4.722070556058818314e-01,4.717838475033102608e-01,6.800021639825890585e-01,-6.428226872253447466e-01,-5.248763545612346038e-01
-8.270104062799856770e-01,4.109348080287263949e-01,1.159888499687013325e-01,9.601709528632285107e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,1.113584134202376674e+00,3.167745182530746106e+00,-2.679457706594812749e-01,-1.435726614820543201e+00,-1.217014862208080306e+00,-9.972206531090377357e-01,-1.378394501155946417e+00,-4.722070556058818314e-01,-2.591085043396062493e-01,-5.431459062205421517e-01,-6.087907801441860833e-01,-5.248763545612346038e-01
-1.111142955116855846e-01,-8.302219747125322291e-01,-2.069805386194547847e-01,6.117367922318011075e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,-6.771483164404049626e-01,-4.016628646047944173e-02,-5.384052232904741331e-01,3.509243865501120663e+00,1.529820014911563095e-02,-7.735031762477843076e-01,-2.605247145454179375e-02,-4.722070556058818314e-01,-2.591085043396062493e-01,3.624002177041472927e-02,-3.365355234949167218e-01,1.118382950694932987e+00
1.956983233890144669e-01,9.560719416432330101e-03,-2.069805386194547847e-01,-7.541725564565239237e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,9.980530083544552067e-01,-7.275758869585994271e-01,-5.384052232904741331e-01,2.430087511927154220e-01,-7.548974638241319202e-01,-2.142094840946508205e-01,-7.022234863052441156e-01,-4.722070556058818314e-01,5.935992394771296699e-01,4.224973070977193212e-01,-4.045993376572341038e-01,-5.248763545612346038e-01
-8.843422544785560502e-03,3.716830815200579119e-01,-2.069805386194547847e-01,9.129253011486121450e-02,6.321299424958503055e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,-1.139272819832090500e+00,5.326750472879537845e-01,-5.384052232904741331e-01,1.757520005313372824e+00,5.544351649303889129e-01,-6.057150686018443198e-01,3.120330359708093360e-01,1.031073833027075004e+00,2.890607595425811471e-01,-2.813619245080270156e-02,3.441026181282565988e-01,1.118382950694932987e+00
8.093235611904145976e-01,-5.056176914457254368e-01,2.088588122732564778e-01,-1.063955906165027443e+00,-2.069034978110873557e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,5.359285049627696695e-01,-9.567124204579726676e-01,3.811569156549016735e-01,-1.401808432233544455e-01,-4.981655758330493788e-01,4.569429464891093806e-01,-2.605247145454179375e-02,-4.722070556058818314e-01,1.019953111385497602e+00,8.731308066462413198e-01,-4.045993376572341038e-01,-5.248763545612346038e-01
2.547928401627714834e+00,-8.302219747125322291e-01,-2.069805386194547847e-01,-1.491401774457176144e+00,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,4.203973791148482575e-01,-8.421441537082859918e-01,1.300719054600277369e+00,-3.069810196162024371e-02,5.801083537294970949e-01,3.450842080584826665e-01,-3.641379788798929096e-01,-4.722070556058818314e-01,1.689937767241504574e+00,1.838774019964502848e+00,-5.747588730630274201e-01,1.118382950694932987e+00
-4.179269144123856639e-01,-8.302219747125322291e-01,-1.636459285082340898e-01,-1.491401774457176144e+00,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,1.286880822974258765e+00,-1.185848953957345797e+00,2.188812440763059086e-01,-1.036865961361098099e-01,-1.165668484609863942e+00,-6.616444378171576490e-01,-1.378394501155946417e+00,-4.722070556058818314e-01,1.063376715818520057e-01,3.624002177041472927e-02,-5.066950589007100936e-01,-2.168135659817401972e+00
-1.236093898147585746e+00,-8.302219747125322291e-01,-2.069805386194547847e-01,1.070717705141502885e+00,1.928594410683004634e+00,-5.389274695962988776e-02,-2.728453745259405427e-01,-1.081507256908129877e+00,-4.016628646047944173e-02,-5.384052232904741331e-01,-4.686290670085573318e-01,-8.739455504731737101e-02,-1.500584976046857921e+00,-3.641379788798929096e-01,1.031073833027075004e+00,-1.416354728090890802e+00,-1.380036691096368839e+00,3.781545439782860868e-02,1.118382950694932987e+00
1.116136180091114705e+00,1.251271452139963158e-01,-2.069805386194547847e-01,3.956344807921998163e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,-8.504450052122870529e-01,-1.547345532101661869e-01,-5.384052232904741331e-01,8.086695810450090782e-01,-3.184532542392916055e-01,6.247310541350493684e-01,-2.605247145454179375e-02,-4.722070556058818314e-01,6.545069354640393744e-01,1.001883235088676161e+00,-3.705674305760754406e-01,-5.248763545612346038e-01
-8.843422544785560502e-03,2.433146652049070213e-01,-2.069805386194547847e-01,6.290822649467615602e-01,7.258652952690183846e-02,-5.389274695962988776e-02,-2.728453745259405427e-01,-6.771483164404049626e-01,-2.693028199598526684e-01,-1.056700990808855517e-01,-1.401808432233544455e-01,-5.751851422303740913e-01,-3.819975917405908916e-01,-7.022234863052441156e-01,1.031073833027075004e+00,2.890607595425811471e-01,2.293686644340670322e-01,-5.066950589007100936e-01,-5.248763545612346038e-01
1.013865307124214743e+00,-8.302219747125322291e-01,-2.069805386194547847e-01,-1.491401774457176144e+00,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,1.344646385898219387e+00,-1.185848953957345797e+00,2.112097412493256332e+00,-5.233704376394244795e-01,-1.473746750199162792e+00,-7.735031762477843076e-01,-1.040308993730595155e+00,-4.722070556058818314e-01,5.326915434902199653e-01,6.156259497613716380e-01,-6.428226872253447466e-01,-5.248763545612346038e-01
1.934303163826314842e+00,-8.302219747125322291e-01,-2.069805386194547847e-01,-6.683247363532066609e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,7.092251937346517598e-01,-9.567124204579726676e-01,2.166189303019454560e+00,1.700202570182258455e-01,-8.832634078196731631e-01,9.507992766602569451e-03,-7.022234863052441156e-01,-4.722070556058818314e-01,1.385399287306956051e+00,1.452516734637198326e+00,-5.747588730630274201e-01,1.118382950694932987e+00
-2.156531754849686067e+00,3.783789314155039385e-01,-2.069805386194547847e-01,-2.181925400270803561e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,-1.312569508603972590e+00,-4.016628646047944173e-02,-2.679457706594812749e-01,4.254799866289391552e-01,-7.805706526232401021e-01,-1.165008760754977724e+00,-1.040308993730595155e+00,-4.722070556058818314e-01,-1.416354728090890802e+00,-1.315660476875151419e+00,-5.066950589007100936e-01,-2.168135659817401972e+00
1.956983233890144669e-01,2.128103425059956422e+00,-1.675033653931344013e-01,-1.928730382060273030e-01,-6.345144229181054474e-01,-5.389274695962988776e-02,-2.728453745259405427e-01,7.669907566586124936e-01,-4.984393534592260200e-01,-5.384052232904741331e-01,-1.417479491276920855e+00,-6.778778974268071522e-01,2.332254696278559802e-01,-3.641379788798929096e-01,-4.722070556058818314e-01,6.545069354640393744e-01,6.156259497613716380e-01,-4.386312447383927671e-01,-5.248763545612346038e-01
